ProjectName,libraries
dustalov_watset.csv,{'sklearn'}
duxuhao_Feature-Selection.csv,{'sklearn'}
dvgodoy_deepreplay.csv,"{'sklearn', 'keras'}"
DwangoMediaVillage_Comicolorization.csv,{'chainer'}
dymaxionlabs_ap-latam.csv,{'keras'}
earhian_Humpback-Whale-Identification-1st-.csv,{'torch'}
ealcobaca_pymfe.csv,{'sklearn'}
ebigelow_tf-decompose.csv,{'tensorflow'}
ECRL_ECNet.csv,"{'sklearn', 'torch'}"
eellak_gsoc2018-3gm.csv,"{'sklearn', 'tensorflow', 'keras'}"
eigenfoo_modo-de-ambar.csv,{'tensorflow'}
Ekim-Yurtsever_DeepTL-Lane-Change-Classification.csv,"{'tensorflow', 'keras'}"
eladhoffer_seq2seq.pytorch.csv,{'torch'}
elcolumbio_mlrepricer.csv,{'sklearn'}
EliasCai_bert-toxicity-classification.csv,{'tensorflow'}
ell-hol_mpc-DL-controller.csv,{'keras'}
ElmiiiRaa_machine-translation.csv,{'tensorflow'}
elvisun_Chinese-poem-generator.csv,{'keras'}
embracesource-cv-com_keras-east.csv,{'keras'}
EmilienDupont_neural-processes.csv,{'torch'}
emilwallner_Deep-Learning-From-Scratch.csv,"{'tflearn', 'tensorflow'}"
emilwallner_Screenshot-to-code.csv,{'keras'}
epfl-lara_treenet.csv,{'torch'}
episodeyang_deep-auto-punctuation.csv,{'torch'}
Epistimio_orion.csv,"{'sklearn', 'torch', 'transformers'}"
ericmjl_flu-sequence-predictor.csv,"{'tensorflow', 'keras'}"
Erlemar_digit-draw-recognize.csv,{'tensorflow'}
Erotemic_netharn.csv,"{'sklearn', 'torch'}"
esowc_ml_drought.csv,"{'sklearn', 'xgboost', 'torch'}"
estnltk_estnltk.csv,"{'sklearn', 'tensorflow'}"
EteRNAgame_EternaBrain.csv,"{'sklearn', 'tensorflow', 'keras'}"
EthanGuan_Finding-Tiny-Faces-with-GAN.csv,{'torch'}
ethanwharris_STAWM.csv,{'torch'}
euclidjda_deep-quant.csv,"{'sklearn', 'tensorflow'}"
EvgenyKashin_SRMnet.csv,{'torch'}
Eurus-Holmes_cmu11-485-785.csv,"{'tensorflow', 'sklearn', 'torch'}"
evhart_crees.csv,{'tensorflow'}
evilsocket_ergo-pe-av.csv,{'keras'}
experiencor_deep-viz-keras.csv,{'tensorflow'}
experiencor_keras-yolo2.csv,{'keras'}
experiencor_keras-yolo3.csv,{'keras'}
explosion_prodigy-recipes.csv,"{'tensorflow', 'sklearn', 'torch'}"
eyounx_ZOOpt.csv,{'gym'}
f90_AdversarialAudioSeparation.csv,{'tensorflow'}
f90_Wave-U-Net.csv,{'tensorflow'}
fabiotosi92_CCNN-Tensorflow.csv,{'tensorflow'}
fabiotosi92_monoResMatch-Tensorflow.csv,{'tensorflow'}
fabvio_ld-lsi.csv,"{'sklearn', 'torch'}"
facebookresearch_ELF.csv,{'torch'}
facebookresearch_vilbert-multi-task.csv,"{'tensorflow', 'torch'}"
fangchangma_sparse-to-dense.pytorch.csv,{'torch'}
fdtomasi_regain.csv,{'sklearn'}
felixgwu_img_classification_pk_pytorch.csv,{'torch'}
felixriese_susi.csv,{'sklearn'}
